Entity,Code,Year,Other meats,Sheep and goat,Beef and buffalo,Pigmeat,Poultry
Portugal,PRT,1998,0.965998,3.3508055,13.996908,38.841167,27.359882
Portugal,PRT,1999,1.2359151,3.356062,15.98651,40.52395,26.336042
Portugal,PRT,2000,0.90199584,3.5578725,16.185814,40.218994,26.689054
Portugal,PRT,2001,1.019672,3.3089356,14.035486,40.247055,28.340885
Portugal,PRT,2002,0.9783959,3.2446802,15.744186,40.433704,24.629618
Portugal,PRT,2003,0.9586,3.1254354,16.925282,40.271187,21.558514
Portugal,PRT,2004,1.0796511,2.8990633,18.174128,38.997395,22.982573
Portugal,PRT,2005,1.0508004,2.9722643,17.413265,39.68023,23.858175
Portugal,PRT,2006,1.1814438,3.0737562,18.13216,41.700962,23.488705
Portugal,PRT,2007,1.1510007,3.0426455,18.406002,45.099213,26.432981
Portugal,PRT,2008,1.0906103,2.7515395,18.730478,42.50378,27.795553
Portugal,PRT,2009,1.1305059,2.4611013,18.438251,42.88919,28.722853
Portugal,PRT,2010,1.1300001,2.4900002,17.670002,45.220005,31.950005
Portugal,PRT,2011,1.29,2.38,17.15,43.37,31.58
Portugal,PRT,2012,1.3399994,2.199999,16.339993,41.329983,30.029987
Portugal,PRT,2013,1.3000015,2.1900027,17.65002,40.48005,29.930037
Portugal,PRT,2014,1.3899996,2.0499995,18.919994,40.189987,30.119993
Portugal,PRT,2015,1.3600007,2.2500012,18.87001,39.830025,29.880014
Portugal,PRT,2016,1.5599989,2.3099985,19.239986,38.16997,30.18998
Portugal,PRT,2017,1.4100002,2.3400004,19.880003,38.730007,30.480005
Portugal,PRT,2018,1.2499994,2.399999,20.839989,41.57998,31.449984
Portugal,PRT,2019,0.89999926,2.3799982,21.629982,40.27997,31.129974
Portugal,PRT,2020,0.6700001,2.08,20.470001,37.330006,30.310001
Portugal,PRT,2021,0.79000026,2.2200007,20.470005,38.84001,30.710009
Portugal,PRT,2022,0.61999977,2.2599993,21.399992,39.719986,32.74999
Portugal,PRT,2023,0.6500003,2.010001,22.430012,39.29002,34.940018
Romania,ROU,1961,0.56499976,2.835088,7.3349075,14.276333,3.4000878
Romania,ROU,1962,0.5551497,2.8766847,8.014343,14.131083,3.5933325
Romania,ROU,1963,0.5352912,2.7067556,6.5648923,13.089386,3.736939
Romania,ROU,1964,0.5364659,2.6114755,6.559055,15.263973,3.9678235
Romania,ROU,1965,0.52900165,2.6043158,5.6053834,18.504887,4.0183783
Romania,ROU,1966,0.52273184,2.5419118,7.4617414,18.090622,4.120357
Romania,ROU,1967,0.5131178,2.9760833,6.588433,19.436903,4.299927
Romania,ROU,1968,0.49031225,3.0440218,8.325093,18.785088,4.4945292
Romania,ROU,1969,0.45822695,3.5028906,7.7796755,18.868769,5.1932387
Romania,ROU,1970,0.43688405,4.246919,8.473518,21.112677,5.39501
Romania,ROU,1971,0.43613452,3.9556386,7.6171403,22.506569,6.5014467
Romania,ROU,1972,0.4354896,3.726981,7.4337063,27.000355,8.426217
Romania,ROU,1973,0.4249006,3.6015384,7.739261,27.385855,8.922913
Romania,ROU,1974,0.4244616,3.5877113,7.4583974,30.369219,10.298247
Romania,ROU,1975,0.41389275,3.0385785,8.6412735,31.516418,11.457763
Romania,ROU,1976,0.41345802,3.3480015,8.783462,31.594244,10.56839
Romania,ROU,1977,0.43360293,3.5293262,8.954405,32.863068,11.556023
Romania,ROU,1978,0.4037669,2.9071217,9.226073,35.430542,12.375455
Romania,ROU,1979,0.42435595,3.5160923,9.760187,37.050316,14.003746
Romania,ROU,1980,0.42464882,3.3163052,11.020648,34.05279,14.397617
Romania,ROU,1981,0.36407658,2.599102,8.798516,33.85912,15.250762
Romania,ROU,1982,0.3134853,2.9730542,6.360718,31.9755,15.502353
Romania,ROU,1983,0.33371428,3.033766,5.652918,30.48935,16.493574
Romania,ROU,1984,0.36424956,3.6930857,6.8195605,34.209106,15.844855
Romania,ROU,1985,0.3950408,3.292007,6.2497487,31.724817,17.827484
Romania,ROU,1986,0.4262285,3.2271588,4.871183,31.104532,16.328611
Romania,ROU,1987,0.47804654,3.4480379,5.5331345,32.31391,17.24019
Romania,ROU,1988,0.5299272,3.2305179,5.258508,31.500097,14.91949
Romania,ROU,1989,0.6627047,3.772319,10.226043,31.23888,11.031485
Romania,ROU,1990,0.9067788,4.6357794,16.067307,35.425507,17.575207
Romania,ROU,1991,0.7429978,4.010153,13.0991535,33.38401,14.391767
Romania,ROU,1992,0.5998266,4.2089524,10.105553,31.475645,12.738689
Romania,ROU,1993,0.6093181,3.848859,9.972506,28.668415,14.176801
Romania,ROU,1994,0.64918965,3.4386766,10.752204,28.462908,11.776706
Romania,ROU,1995,0.6790568,3.2331212,9.030441,28.267006,13.55073
Romania,ROU,1996,0.6890524,3.1007357,7.7011733,26.427185,13.102128
Romania,ROU,1997,0.689269,2.787485,8.007684,27.40858,11.981117
Romania,ROU,1998,0.659074,2.4943419,7.270094,30.145033,14.083906
Romania,ROU,1999,0.7405005,2.5562484,6.7557993,27.601395,13.27829
Romania,ROU,2000,0.7006956,2.366117,7.0780406,24.961012,13.049187
Romania,ROU,2001,0.6717453,2.3205745,6.7988763,23.33806,16.020107
Romania,ROU,2002,0.684772,2.4529147,7.215657,25.520533,19.572214
Romania,ROU,2003,0.7094458,3.0434196,8.359122,29.344322,19.648563
Romania,ROU,2004,0.67292225,3.3024955,7.4332027,24.204496,19.514746
Romania,ROU,2005,0.61502033,2.3245685,10.278136,30.698898,21.212992
Romania,ROU,2006,0.5244647,2.0559018,10.132659,32.29654,19.573025
Romania,ROU,2007,1.3502403,2.5738957,7.943211,33.07034,20.032082
Romania,ROU,2008,1.1767677,2.3959415,7.6542907,34.74115,19.421968
Romania,ROU,2009,0.7986982,3.3332338,7.976332,35.70713,22.001472
Romania,ROU,2010,0.9099998,3.4799993,6.5999985,32.339993,18.319996
Romania,ROU,2011,0.47000003,3.5100002,5.84,31.300001,18.08
Romania,ROU,2012,0.48999998,3.5299997,5.7199993,29.809998,18.689999
Romania,ROU,2013,0.5600002,3.600001,5.9700017,27.54001,18.940006
Romania,ROU,2014,0.84999967,3.6699984,6.729997,31.379986,18.319992
Romania,ROU,2015,0.77000004,3.7400002,7.2200003,34.020004,20.450003
Romania,ROU,2016,0.51000005,3.8400002,6.5600004,35.770004,21.620003
Romania,ROU,2017,0.3799999,3.969999,5.2999988,35.229992,22.889994
Romania,ROU,2018,0.3899999,3.929999,5.1699986,35.819992,19.219995
Romania,ROU,2019,0.13999999,2.2699997,4.2599998,35.799995,23.489996
Romania,ROU,2020,0.15000004,2.5600004,5.200001,35.20001,25.050005
Romania,ROU,2021,0.19000001,2.8100002,5.1300006,38.110004,22.330002
Romania,ROU,2022,0.16999994,3.1599991,4.6799984,39.53999,23.449993
Romania,ROU,2023,0.19999999,2.9799998,4.6099997,39.279995,25.379997
Slovakia,SVK,1993,1.7828864,0.34055135,17.037582,46.82581,6.871124
Slovakia,SVK,1994,1.8627048,0.3304799,12.5081625,46.72785,6.819903
Slovakia,SVK,1995,0.75122046,0.39063463,11.568795,46.445457,5.919617
Slovakia,SVK,1996,0.7513385,0.3606425,11.760951,47.34434,9.777418
Slovakia,SVK,1997,0.7913563,0.32054937,12.451341,48.17256,8.294215
Slovakia,SVK,1998,0.77131784,0.32054767,11.339374,46.239002,7.9636064
Slovakia,SVK,1999,0.7611157,0.29042572,10.6155615,44.445152,11.536912
Slovakia,SVK,2000,0.76113,0.32047576,10.365389,33.910343,12.618734
Slovakia,SVK,2001,0.79125726,0.39062065,8.713845,32.441547,12.499861
Slovakia,SVK,2002,0.76145774,0.34065217,8.626514,33.333817,18.295025
Slovakia,SVK,2003,0.7915875,0.3306631,7.2946286,37.906017,18.767635
Slovakia,SVK,2004,0.8919803,0.19042276,5.933172,36.801704,18.320675
Slovakia,SVK,2005,0.9023941,0.28074485,6.487211,38.11111,20.03315
Slovakia,SVK,2006,1.1442728,0.11041229,6.1128263,34.9204,19.884249
Slovakia,SVK,2007,1.4879841,0.1307013,6.1329074,34.23369,18.18759
Slovakia,SVK,2008,1.4194032,0.23153386,5.707813,35.736748,18.190508
Slovakia,SVK,2009,1.6823816,0.18133457,5.0269966,36.418026,17.6096
Slovakia,SVK,2010,1.6599978,0.17999978,5.119993,35.679955,14.849981
Slovakia,SVK,2011,3.140003,0.13000011,4.5400043,34.23003,14.910013
Slovakia,SVK,2012,2.9099963,0.14999981,5.159993,29.289963,11.639985
Slovakia,SVK,2013,1.6399994,0.13999994,5.289998,31.049988,14.049994
Slovakia,SVK,2014,1.7199975,0.1299998,5.379992,29.659956,13.61998
Slovakia,SVK,2015,1.8600006,0.15000005,5.440002,29.12001,11.890004
Slovakia,SVK,2016,1.3699994,0.12999994,5.6099977,36.359985,13.969995
Slovakia,SVK,2017,2.0799992,0.13999996,6.079998,36.73999,13.9699955
Slovakia,SVK,2018,1.7600003,0.11000002,6.090001,35.99001,14.190002
Slovakia,SVK,2019,0.8000004,0.060000032,6.0900035,36.48002,18.57001
Slovakia,SVK,2020,0.85999876,0.05999991,6.039991,39.199944,16.019978
Slovakia,SVK,2021,1.1499987,0.0899999,6.5499926,42.76995,13.029984
Slovakia,SVK,2022,1.960002,0.1100001,7.1700068,42.380043,13.820013
Slovakia,SVK,2023,1.9799974,0.12999983,6.7599916,41.409946,19.729975
Slovenia,SVN,1992,0.22078681,0.17060798,17.161158,24.406979,7.2558575
Slovenia,SVN,1993,0.29133797,0.18083046,25.366495,40.88778,16.646448
Slovenia,SVN,1994,0.18061,0.270915,28.706957,42.302876,16.596054
Slovenia,SVN,1995,0.23045142,0.32062805,26.57205,37.81407,23.265574
Slovenia,SVN,1996,0.24038751,0.27043596,27.86492,35.27687,26.472675
Slovenia,SVN,1997,0.25057903,0.3608338,25.428759,36.865185,28.485823
Slovenia,SVN,1998,0.2009019,0.47211942,21.627089,38.985012,25.10269
Slovenia,SVN,1999,0.24094512,0.76299286,23.080534,43.671303,24.566362
Slovenia,SVN,2000,0.2804486,0.5208331,24.599346,38.421455,28.926266
Slovenia,SVN,2001,0.42006668,0.70011115,20.21321,40.996513,24.103828
Slovenia,SVN,2002,0.3397318,0.74940836,19.084934,38.929268,22.52222
Slovenia,SVN,2003,0.2897818,0.8193831,24.13183,44.37659,23.20253
Slovenia,SVN,2004,0.28020394,0.8606264,23.417044,44.06207,20.665041
Slovenia,SVN,2005,0.24037077,0.981514,23.54632,43.87768,22.815193
Slovenia,SVN,2006,0.3911456,1.0029374,20.881157,44.650776,20.289423
Slovenia,SVN,2007,0.50145,1.0530449,21.391857,41.61032,19.867449
Slovenia,SVN,2008,0.411399,0.9733099,21.342577,41.250275,24.54346
Slovenia,SVN,2009,0.50206083,1.0141628,20.654781,39.39169,26.318027
Slovenia,SVN,2010,0.6399997,1.0099995,19.99999,39.54998,24.959988
Slovenia,SVN,2011,0.39999905,0.92999774,19.789953,37.079914,23.699944
Slovenia,SVN,2012,0.3599997,0.8599992,18.919983,33.48997,24.959976
Slovenia,SVN,2013,0.37999776,0.7999953,18.569891,28.249834,23.63986
Slovenia,SVN,2014,0.28000066,0.8700021,17.14004,29.60007,24.200058
Slovenia,SVN,2015,0.2600005,0.8600017,18.020035,27.830053,23.890045
Slovenia,SVN,2016,0.24999893,0.86999625,18.129921,30.16987,24.019897
Slovenia,SVN,2017,0.34999996,0.85999995,17.49,30.789999,24.189999
Slovenia,SVN,2018,0.41999918,0.88999826,14.799972,30.029942,24.169952
Slovenia,SVN,2019,0.52000046,0.8100008,14.740013,29.910028,29.070026
Slovenia,SVN,2020,0.30999985,0.8199996,15.119992,25.479986,26.869987
Slovenia,SVN,2021,0.419999,0.839998,12.139972,23.009945,28.049932
Slovenia,SVN,2022,0.31999984,0.78999966,12.219995,21.289991,27.719986
Slovenia,SVN,2023,0.31000087,0.8300023,10.090028,19.340054,29.830084
Spain,ESP,1961,1.4617802,3.724536,5.9872913,7.9697056,2.6532311
Spain,ESP,1962,1.4415724,3.6740074,6.727338,8.37914,3.5338545
Spain,ESP,1963,1.3517711,3.6347625,8.360955,10.243421,5.9878454
Spain,ESP,1964,1.4213158,4.023725,7.9373484,10.029285,6.756255
Spain,ESP,1965,1.4601514,4.1404295,7.9108205,9.120946,7.4107685
Spain,ESP,1966,1.2993238,4.0778775,8.875381,12.083712,9.5650215
Spain,ESP,1967,1.3281866,3.994546,9.8665285,12.762574,10.875152
Spain,ESP,1968,1.3273088,3.8921082,10.60849,12.7242,10.728247
Spain,ESP,1969,1.367712,3.8735204,11.04153,13.088105,11.5906105
Spain,ESP,1970,1.439288,4.1179624,12.094017,13.743201,14.732711
Spain,ESP,1971,1.4104769,3.9713428,11.773981,14.805006,14.084763
Spain,ESP,1972,1.4306681,3.9818597,11.30528,15.627298,16.277603
Spain,ESP,1973,1.4009812,4.1429014,12.128494,17.702398,17.20205
Spain,ESP,1974,1.6993384,4.46826,12.075298,19.75231,17.403223
Spain,ESP,1975,1.8370818,4.163387,12.42027,18.71028,17.761787
Spain,ESP,1976,3.0755494,4.153989,13.820002,19.441866,19.342012
Spain,ESP,1977,3.0557916,3.9645402,13.0819845,20.341988,20.17222
Spain,ESP,1978,3.4559715,3.8155522,13.204608,22.843372,20.695873
Spain,ESP,1979,3.5366368,3.5466273,11.968618,26.185099,20.450552
Spain,ESP,1980,2.4470918,4.8242664,11.406444,31.063082,20.55557
Spain,ESP,1981,2.635971,4.7926745,11.961717,32.570217,23.534029
Spain,ESP,1982,2.5355873,5.0312443,11.8393955,36.3168,22.630617
Spain,ESP,1983,2.5247588,5.269062,11.506114,35.506294,21.505356
Spain,ESP,1984,2.4834259,5.355822,11.5195055,37.53065,20.964502
Spain,ESP,1985,2.5015914,5.431742,11.471441,36.337856,21.736937
Spain,ESP,1986,2.5398815,5.518017,12.121709,38.05838,20.408693
Spain,ESP,1987,2.5976386,5.8820095,12.440799,39.75084,21.627085
Spain,ESP,1988,2.7151237,5.808177,12.392103,45.500698,22.705595
Spain,ESP,1989,2.416206,5.866508,12.319667,45.629498,22.988756
Spain,ESP,1990,2.5069776,6.4266176,12.932821,47.642525,23.249235
Spain,ESP,1991,2.4456453,6.5416045,13.122975,49.74801,24.227797
Spain,ESP,1992,2.6866026,6.344744,13.353704,49.964863,23.753136
Spain,ESP,1993,2.9062915,6.3167353,13.127737,52.995335,23.250332
Spain,ESP,1994,3.0180275,6.391117,13.521947,51.79961,24.154083
Spain,ESP,1995,3.149528,6.308898,13.296913,52.252636,24.70411
Spain,ESP,1996,3.5549207,5.911774,13.414425,54.4335,23.73548
Spain,ESP,1997,3.5661783,5.917505,13.304588,54.962254,23.621033
Spain,ESP,1998,3.8147905,6.025412,14.838556,62.29846,27.26108
Spain,ESP,1999,3.0242934,5.7647533,14.73976,63.138245,25.603727
Spain,ESP,2000,3.0934217,5.9609747,14.543992,62.61478,25.002703
Spain,ESP,2001,3.804392,5.8301077,14.466573,63.479,26.166313
Spain,ESP,2002,3.7132952,5.7927403,15.288874,63.27455,30.369804
Spain,ESP,2003,3.4101858,5.7726045,14.994933,62.86603,29.97998
Spain,ESP,2004,2.252337,5.4431477,15.469998,56.594906,27.324404
Spain,ESP,2005,2.191119,5.3198786,15.397052,56.02158,27.724564
Spain,ESP,2006,2.1676393,4.837776,15.055239,56.752735,26.799904
Spain,ESP,2007,2.5022397,4.435343,14.630743,58.80754,28.358717
Spain,ESP,2008,2.4267871,3.4053304,14.404157,53.44803,26.60659
Spain,ESP,2009,3.1984017,2.7667155,13.95131,47.56396,29.089756
Spain,ESP,2010,2.36,2.74,13.49,48.69,27.24
Spain,ESP,2011,1.92,2.69,12.9,47.82,29.19
Spain,ESP,2012,1.9799999,2.2899997,12.359999,48.529995,29.689999
Spain,ESP,2013,1.9499999,2.1599998,12.159999,48.989998,28.599998
Spain,ESP,2014,1.7700001,2.3800004,11.200001,50.870003,29.090002
Spain,ESP,2015,1.6700003,2.3400004,11.200002,53.09001,29.490005
Spain,ESP,2016,1.58,2.16,11.54,52.28,30.030003
Spain,ESP,2017,1.6000003,2.0600002,11.470002,53.320007,30.340006
Spain,ESP,2018,1.5400001,2.0600002,13.630001,56.680004,33.120003
Spain,ESP,2019,1.53,2.02,13.22,54.26,32.97
Spain,ESP,2020,1.4900002,1.8600003,11.990002,51.54001,32.500004
Spain,ESP,2021,1.5799997,1.7499996,12.779997,53.47999,30.209993
Spain,ESP,2022,1.3399998,1.8599998,12.819998,52.54999,31.909996
Spain,ESP,2023,1.4399999,1.5899999,11.7699995,53.039997,32.959995
Sweden,SWE,1961,3.1529338,0.2802608,19.588226,24.973238,2.702515
Sweden,SWE,1962,2.935612,0.24045968,20.48917,25.087961,2.414616
Sweden,SWE,1963,2.8589172,0.2608135,19.280138,24.797346,2.698417
Sweden,SWE,1964,2.868142,0.3108825,19.204515,26.084045,2.7076864
Sweden,SWE,1965,2.5826654,0.2902996,18.348936,26.877739,2.8729649
Sweden,SWE,1966,2.8494213,0.34992892,19.865967,25.474825,2.8494213
Sweden,SWE,1967,2.491455,0.33019286,18.380735,27.185877,3.6021037
Sweden,SWE,1968,2.4677346,0.3912262,18.598293,27.797123,3.7617905
Sweden,SWE,1969,2.5893857,0.46167344,18.757994,26.706806,3.2317142
Sweden,SWE,1970,2.4018552,0.56043285,18.364185,28.481998,3.2024736
Sweden,SWE,1971,1.9979986,0.48950964,16.643328,29.33062,3.3466475
Sweden,SWE,1972,1.8699019,0.4799748,15.169205,28.288517,3.8997955
Sweden,SWE,1973,2.0121822,0.5706188,16.037392,28.090462,4.174527
Sweden,SWE,1974,1.8619064,0.62063545,18.348787,30.981722,4.774889
Sweden,SWE,1975,2.0400894,0.59002584,19.17084,32.331417,4.770209
Sweden,SWE,1976,1.8892204,0.66972363,20.131691,34.28585,4.847999
Sweden,SWE,1977,2.0785635,0.69951653,18.737051,35.075756,4.2670507
Sweden,SWE,1978,2.3089411,0.66969293,18.531504,35.1039,4.897754
Sweden,SWE,1979,2.7704177,0.66009957,18.062723,36.695534,4.980751
Sweden,SWE,1980,2.930187,0.67004275,18.731194,36.0923,5.1803303
Sweden,SWE,1981,3.1798244,0.6799624,18.138996,35.59803,5.4197006
Sweden,SWE,1982,3.6690395,0.70981413,16.225752,34.331013,5.2786183
Sweden,SWE,1983,3.2688556,0.719748,17.543858,33.988102,5.498075
Sweden,SWE,1984,3.2390354,0.7297827,16.685032,31.850515,5.1584635
Sweden,SWE,1985,3.380304,0.72006476,15.831424,32.952965,5.45049
Sweden,SWE,1986,2.792773,0.6906858,16.025913,32.772545,5.2652283
Sweden,SWE,1987,3.0960157,0.73142123,17.213448,32.312786,5.2101235
Sweden,SWE,1988,3.1777563,0.7418106,16.801008,33.291256,5.192674
Sweden,SWE,1989,3.114826,0.7711949,17.016365,33.4318,5.02779
Sweden,SWE,1990,3.1001554,0.7300366,16.96085,32.11161,6.0503035
Sweden,SWE,1991,3.3900177,0.5900031,16.810087,31.540165,6.710035
Sweden,SWE,1992,3.1437764,0.6808178,16.990408,33.3,7.298767
Sweden,SWE,1993,3.0569837,0.62141967,17.29952,33.3562,7.637448
Sweden,SWE,1994,2.7427492,0.65065217,17.998041,34.414497,8.588609
Sweden,SWE,1995,2.5001988,0.6900549,17.541395,35.862854,8.17065
Sweden,SWE,1996,2.3122654,0.7006865,18.668291,35.484768,9.108925
Sweden,SWE,1997,2.3335493,0.7210969,19.369463,36.455452,8.9436035
Sweden,SWE,1998,2.342748,0.7608925,19.683088,38.16477,8.459924
Sweden,SWE,1999,2.4717593,0.8405983,20.69473,37.286537,11.348077
Sweden,SWE,2000,2.4499726,0.82999074,19.71978,35.8796,10.159886
Sweden,SWE,2001,2.4577827,0.9191708,20.33166,35.198246,11.2098875
Sweden,SWE,2002,2.3463018,0.90856797,22.963806,36.60231,13.20918
Sweden,SWE,2003,2.2658358,0.9782022,23.616596,36.872234,12.636775
Sweden,SWE,2004,2.1768963,0.8787471,23.646286,37.37671,12.891619
Sweden,SWE,2005,2.2400568,1.0400263,23.860605,36.49093,13.960354
Sweden,SWE,2006,2.0721364,1.1411766,24.02477,36.14727,13.934367
Sweden,SWE,2007,1.8521678,1.1613593,24.018112,36.692947,14.797319
Sweden,SWE,2008,2.163537,1.2420304,23.558514,36.539734,16.116346
Sweden,SWE,2009,2.0925312,1.3916835,23.308195,36.283894,15.418651
Sweden,SWE,2010,2.1199992,1.2599995,23.79999,37.389984,15.869994
Sweden,SWE,2011,2.0899992,1.3499995,24.179993,37.76999,15.719995
Sweden,SWE,2012,1.6800023,1.3600019,23.800032,36.13005,15.520022
Sweden,SWE,2013,1.93,1.4,24.51,36.68,16.59
Sweden,SWE,2014,1.6699985,1.3699988,23.409979,32.939972,16.409986
Sweden,SWE,2015,1.6799995,1.3799996,24.479994,32.149994,16.429996
Sweden,SWE,2016,1.4999999,1.3799999,23.559998,31.779999,16.669998
Sweden,SWE,2017,1.4299995,1.3699995,23.149992,30.919989,16.339994
Sweden,SWE,2018,0.46000004,1.38,20.98,30.580002,16.54
Sweden,SWE,2019,0.2100002,1.2700012,23.330023,29.140028,15.930016
Sweden,SWE,2020,0.1300001,1.2500011,21.960016,28.160023,15.180013
Sweden,SWE,2021,0.14999995,1.1499995,21.669992,27.889988,15.519995
Sweden,SWE,2022,0.2100001,1.2400006,22.140009,28.370014,16.590008
Sweden,SWE,2023,0.32999992,1.3299997,22.439995,27.379992,16.879995
